address,num_room,district,age,sa,sap,gfa,gfap,price,monthly,convenience,efficiency,region
TEMPO COURT・BLOCK A,3,North Point Mid-Levels,53,1119,16979,1280,14843,19.0,55250,10,87,HK Island
Dragon Court・BLOCK B,3,North Point Mid-Levels,44,857,17479,962,15571,14.98,50820,9,89,HK Island
TSUEN WAN CENTRE・BLOCK 11 (NANCHANG HOUSE),1,Tsuen King Circuit,42,378,11904,492,9146,4.5,15266,6,76,NT West
The Beaumount・PHASE 1・Tower 5,2,Lohas Park,10,501,12375,661,9379,6.2,21034,10,75,NT West
TSUEN WAN CENTRE・BLOCK 12 (HANGYANG HOUSE),1,Tsuen King Circuit,42,324,9259,420,7142,3.0,10178,6,77,NT West
CITY GARDEN・Phase 1・BLOCK 4,3,North Point,41,942,13110,1048,11784,12.35,41898,6,89,HK Island
Baycrest・BLOCK 4,2,Ma On Shan,24,605,13223,808,9900,8.0,27140,10,74,NT East
Lyttelton Garden・Tower 1,3,Mid-Levels West,31,899,19243,1173,14748,17.3,50307,6,76,HK Island
PARK TOWERS・TOWER 2,3,Tin Hau,35,919,21762,1130,17699,20.0,58158,1,81,HK Island
QUEEN'S TERRACE・TOWER 1,2,Sheung Wan,21,395,22784,564,15957,9.0,30533,5,70,HK Island
TSUEN WAN GARDEN・MERRY COURT (BLOCK C),2,Tsuen Wan Town Centre,43,376,11436,470,9148,4.3,14588,9,80,NT West
MARINELLA・TOWER 1,4,Deep Bay,12,1949,46690,2501,36385,91.0,220516,5,77,NT East
Greenfields・Block 1,2,Yuen Long Town Centre,25,443,9932,606,7260,4.4,14927,9,73,NT East
Park Avenue・CENTRAL PARK・Tower 1,3,Olympic Station,22,1003,17946,1331,13523,18.0,52342,4,75,HK Island
City Garden・Phase 2・Block 7,3,North Point,38,966,16542,1097,14567,15.98,46468,6,88,HK Island
MANHATTAN AVENUE,1,Sheung Wan,20,419,19069,571,13992,7.99,27106,5,73,HK Island
PACIFIC PALISADES・PHASE 1・TOWER 7,3,North Point Mid-Levels,33,845,18698,1068,14794,15.8,45945,9,79,HK Island
TSEUNG KWAN O PLAZA・PHASE 2・TOWER 6,2,Tseung Kwan O,20,459,15206,625,11168,6.98,23680,3,73,NT East
Argenta,3,Mid-Levels West,11,2123,40037,2728,31158,85.0,205976,14,77,HK Island
Elegant Garden,3,Mid-Levels West,49,1465,15017,1750,12571,22.0,63974,10,83,HK Island
WUN SHA TOWER,2,Tai Hang,44,547,14040,630,12190,7.68,26055,10,86,NT West
TSUEN WAN CENTRE・BLOCK 1 (KWANGCHOW HOUSE),2,Tsuen King Circuit,44,354,10169,455,7912,3.6,12213,6,77,NT West
TSUEN WAN CENTRE・BLOCK 13 (KWEIYANG HOUSE),2,Tsuen King Circuit,42,378,9259,492,7113,3.5,11874,6,76,NT West
Comfort Garden・Block A,2,North Point,50,1003,9770,1158,8462,9.8,33247,4,86,HK Island
ISLAND PLACE・BLOCK 2 (TWO ISLAND PLACE),2,North Point,27,653,15283,822,12141,9.98,33858,3,79,HK Island
SEAVIEW CRESCENT・BLOCK 2,2,Tung Chung Town Centre,22,508,11870,687,8777,6.03,20457,10,73,NT West
Fortress Garden・FU DAT COURT,3,North Point Mid-Levels,43,652,13803,758,11873,9.0,30533,4,86,HK Island
Lohas Park・Phase 1 The Capitol・Banff (Tower 1 - L Wing),3,Lohas Park,15,681,11571,903,8726,7.88,26733,6,75,NT West
ALTRO,2,Sai Ying Pun,10,450,21777,673,14561,9.8,33247,3,66,NT East
TIN MA COURT・CHUN SING HOUSE (BLOCK A),2,Wong Tai Sin,38,363,10468,495,7676,3.8,12892,13,73,Kowloon
The Long Beach・TOWER 9,3,Olympic Station,19,823,20048,1081,15263,16.5,47980,8,76,HK Island
WUN SHA TOWER,2,Tai Hang,44,567,14991,650,13076,8.5,28837,10,87,NT West
OCEAN SHORES・PHASE 2・TOWER 8,3,Tiu Keng Leng,22,639,13771,879,10011,8.8,29854,8,72,NT East
TSUEN WAN CENTRE・BLOCK 6 (CHUNGKING HOUSE),1,Tsuen King Circuit,44,324,10185,413,7990,3.3,11195,6,78,NT West
Primrose Hill・TOWER 2,2,Tai Wo Hau,14,529,14366,702,10826,7.6,25783,6,75,NT West
SOUTH HORIZONS・Phase 1・Hoi Ngar Court (Block 3),3,South Horizons,32,598,12458,726,10261,7.45,25274,6,82,HK Island
RESIDENCE BEL-AIR・Phase 1・TOWER 3,3,Residence Bel-air,20,1365,28424,1684,23040,38.8,94022,8,81,HK Island
Island Lodge,4,North Point,15,1003,24925,1327,18839,25.0,72697,2,75,HK Island
Harbour Green・Tower 5,2,Olympic Station,17,477,19035,621,14621,9.08,30804,7,76,HK Island
VANTAGE PARK・BLOCK 2,1,Mid-Levels West,30,437,22883,558,17921,10.0,33925,9,78,HK Island
ISLAND CREST・TOWER 2,2,Sai Ying Pun,14,833,26410,1129,19486,22.0,63974,2,73,NT East
Conduit Tower,3,Mid-Levels West,32,705,19148,925,14594,13.5,45799,10,76,HK Island
SOUTH HORIZONS・PHASE 2・Yee Tsui Court (Block 16),4,South Horizons,31,882,17687,1109,14066,15.6,45363,5,79,HK Island
Bella Vista,2,Mid-Levels West,24,450,19111,688,12500,8.6,29176,9,65,HK Island
PARK CENTRAL・PHASE 1・TOWER 6,3,Tseung Kwan O,22,680,13014,899,9844,8.85,30024,5,75,NT East
METRO TOWN・PHASE 1・TOWER 5,2,Tiu Keng Leng,18,476,18886,638,14090,8.99,30499,5,74,NT East
Blessings Garden・Phase 1,3,Mid-Levels West,29,854,17330,1106,13381,14.8,50210,12,77,HK Island
LUK YEUNG SUN CHUEN・BLOCK J,3,Luk Yeung,41,582,12886,671,11177,7.5,25444,4,86,NT West
Sunshine City・PHASE 3・Block R,2,Ma On Shan,30,337,13649,449,10244,4.6,15606,6,75,NT East
VIKING GARDEN・BLOCK B,2,Causeway Bay,47,452,18805,520,16346,8.5,28837,2,86,HK Island
TSUEN WAN CENTRE・BLOCK 19 (SHENYANG HOUSE),2,Tsuen King Circuit,43,329,10942,404,8910,3.6,12213,6,81,NT West
HAMPTON PLACE・TOWER 1,2,Olympic Station,20,448,15625,637,10989,7.0,23748,7,70,HK Island
OCEAN SHORES・Phase 1・TOWER 1,2,Tiu Keng Leng,23,504,15873,676,11834,8.0,27140,10,74,NT East
Po Shan Mansions・Block B,4,Mid-Levels West,58,2410,24896,2835,21164,60.0,145395,6,85,HK Island
The Long Beach・TOWER 3,2,Olympic Station,19,548,18248,739,13531,10.0,33925,8,74,HK Island
Jubilee Garden・Jubilee Court,3,Fo Tan,38,665,11548,1094,7020,7.68,26055,6,60,NT East
Grandeur Garden・BLOCK 5,2,Tai Wai,39,328,16158,434,12211,5.3,17981,3,75,NT West
FLORA GARDEN・BLOCK A,2,North Point Mid-Levels,44,681,16563,786,14351,11.28,38268,11,86,HK Island
TSEUNG KWAN O PLAZA・PHASE 1・TOWER 1,3,Tseung Kwan O,21,662,15528,901,11409,10.28,34875,5,73,NT East
FESTIVAL CITY・PHASE 3・TOWER 3,3,Tai Wai,12,757,17014,1000,12880,12.88,43696,2,75,NT West
IMPERIAL KENNEDY,2,Kennedy Town,8,606,25577,776,19974,15.5,45072,2,78,HK Island
Ma On Shan Centre・TOWER 2,2,Ma On Shan,30,364,14560,492,10772,5.3,17981,7,73,NT East
Valiant Park,3,Mid-Levels West,31,802,20947,995,16884,16.8,48853,14,80,HK Island
SUNSHINE CITY・PHASE 4・BLOCK H,2,Ma On Shan,29,363,16528,495,12121,6.0,20355,5,73,NT East
RESIDENCE BEL-AIR・PHASE 1・TOWER 1,2,Residence Bel-air,20,614,24429,776,19329,15.0,50888,8,79,HK Island
Clague Garden Estate・Tower B,2,Tsuen Wan West,35,543,9208,646,7739,5.0,16963,10,84,NT West
WARRENWOODS,3,Tai Hang,11,662,28700,904,21017,19.0,55250,10,73,NT West
South Horizons・PHASE 2・Yee King Court (Block 8),4,South Horizons,31,742,15902,918,12854,11.8,40032,5,80,HK Island
TSEUNG KWAN O PLAZA・PHASE 2・TOWER 8,3,Tseung Kwan O,20,843,16370,1158,11917,13.8,46817,3,72,NT East
Yoho Town・PHASE 2 YOHO MIDTOWN・Block M8,3,Yuen Long Station,14,659,15022,857,11551,9.9,33586,5,76,NT East
SOUTH HORIZONS・PHASE 4 THE OASIS・Albany Court (Block 32),2,South Horizons,29,521,12763,666,9984,6.65,22560,7,78,HK Island
YOHO TOWN・Phase 1・BLOCK 1,3,Yuen Long Station,20,516,13372,684,10087,6.9,23409,10,75,NT East
Sun Yuen Long Centre・Block 2,2,Yuen Long Station,30,466,11802,576,9548,5.5,18659,6,80,NT East
Parkland Villas・BLOCK 2,3,Siu Hong,23,499,11222,715,7832,5.6,18998,10,69,HK Island
TSUEN WAN CENTRE・BLOCK 16 (NANNING HOUSE),2,Tsuen King Circuit,43,374,9358,490,7142,3.5,11874,6,76,NT West
THE PARCVILLE・TOWER 9,2,Yuen Long Station,22,460,10869,606,8250,5.0,16963,10,75,NT East
ON HONG BUILDING,2,Tsuen Wan Town Centre,51,393,10381,462,8831,4.08,13842,9,85,NT West
PARKLAND VILLAS・BLOCK 4,2,Siu Hong,23,376,9574,548,6569,3.6,12213,10,68,HK Island
TSUEN WAN CENTRE・BLOCK 3 (HANGCHOW HOUSE),2,Tsuen King Circuit,44,380,10473,486,8189,3.98,13502,6,78,NT West
TSUEN WAN CENTRE・BLOCK 8 (TIENTSIN HOUSE),3,Tsuen King Circuit,44,460,9130,573,7329,4.2,14249,6,80,NT West
RESIDENCE BEL-AIR・PHASE 1・TOWER 2,3,Residence Bel-air,20,1365,26373,1684,21377,36.0,87237,8,81,HK Island
MAPLE GARDENS・PHASE 3,2,North Point,32,365,13643,530,9396,4.98,16895,5,68,HK Island
OCEAN SHORES・Phase 2・TOWER 8,2,Tiu Keng Leng,22,498,16265,695,11654,8.1,27480,8,71,NT East
CITY ONE SHATIN・SITE 4・BLOCK 41,1,City One Shatin,39,284,15774,395,11341,4.48,15199,6,71,NT East
Academic Terrace・Block 1,2,Mid-Levels West,34,531,19209,620,16451,10.2,34604,5,85,HK Island
FORTRESS GARDEN・FU BON COURT,3,North Point Mid-Levels,43,645,13953,738,12195,9.0,30533,4,87,HK Island
Euston Court・TOWER 2,3,Mid-Levels West,35,786,19071,931,16100,14.99,50854,4,84,HK Island
TSUEN WAN CENTRE・BLOCK 6 (CHUNGKING HOUSE),1,Tsuen King Circuit,44,324,10802,413,8474,3.5,11874,6,78,NT West
DAO SHING BUILDING,2,Tsuen Wan Town Centre,51,467,11349,562,9430,5.3,17981,10,83,NT West
JING TAI GARDEN MANSION,3,Mid-Levels West,46,779,12836,861,11614,10.0,33925,8,90,HK Island
PROVIDENT CENTRE・BLOCK 5,3,North Point,41,845,16781,954,14863,14.18,48106,6,88,HK Island
MOUNTAIN SHORE・BLOCK 3,3,Ma On Shan,24,684,13128,900,9977,8.98,30465,7,76,NT East
Sausalito・Tower 5,4,Ma On Shan,16,1565,11501,2104,8555,18.0,52342,9,74,NT East
Island Harbourview・Tower 2,3,Olympic Station,24,647,16228,866,12124,10.5,35622,6,74,HK Island
VISTA PARADISO・Phase 1・TOWER 11,3,Ma On Shan,26,650,11230,807,9045,7.3,24766,8,80,NT East
THE TREND PLAZA・BLOCK E,1,Tuen Mun Town Centre,36,325,11692,431,8816,3.8,12892,8,75,NT West
Ying Ming Court・Ming Tat House (Block C),3,Po Lam,35,645,11162,825,8682,7.2,24426,10,78,NT East
SUMMIT COURT・BLOCK D,3,North Point Mid-Levels,58,1407,18336,1650,15636,25.8,75024,10,85,HK Island
CITY GARDEN・Phase 2・BLOCK 13,3,North Point,38,889,15185,996,13554,13.5,45799,6,89,HK Island
TSUEN WAN CENTRE・BLOCK 3 (HANGCHOW HOUSE),2,Tsuen King Circuit,44,380,10000,486,7818,3.8,12892,6,78,NT West
CLAGUE GARDEN ESTATE・TOWER B,1,Tsuen Wan West,35,354,11242,422,9431,3.98,13502,10,83,NT West
WINSOME PARK,2,Mid-Levels West,28,829,18094,1089,13774,15.0,50888,15,76,HK Island
Park Avenue・Phase 1・Tower 9,2,Olympic Station,23,471,19320,653,13935,9.1,30872,6,72,HK Island
SCENIC GARDEN・Block 2,3,Yuen Long Town Centre,26,647,8578,825,6727,5.55,18829,1,78,NT East
METRO TOWN・PHASE 2 LE POINT・TOWER 10,3,Tiu Keng Leng,16,651,12596,882,9297,8.2,27819,6,73,NT East
Lohas Park・Phase 1 The Capitol・Montreal (Tower 3 - R Wing),2,Lohas Park,15,519,11560,684,8771,6.0,20355,6,75,NT West
TSUEN WAN CENTRE・BLOCK 17 (TAI YUAN HOUSE),2,Tsuen King Circuit,43,329,9969,404,8118,3.28,11128,6,81,NT West
SOUTH HORIZONS・PHASE 1・Hoi Wan Court (Block 4),4,South Horizons,32,729,13689,908,10991,9.98,33858,6,80,HK Island
SOUTH HORIZONS・PHASE 4 THE OASIS・Cambridge Court (Block 33A),2,South Horizons,29,521,12667,666,9909,6.6,22391,7,78,HK Island
The Metro City・PHASE 2・Tower 10,2,Po Lam,24,441,13605,617,9724,6.0,20355,7,71,NT East
The Beaumount・Phase 1・Tower 1,3,Lohas Park,10,694,13688,916,10371,9.5,32229,10,75,NT West
LOHAS PARK・PHASE 2A  LE PRESTIGE・MOON LIGHT (TOWER 1 -  L  WING,4,Lohas Park,14,977,12487,1300,9384,12.2,41389,8,75,NT West
CITY GARDEN・PHASE 2・BLOCK 9,3,North Point,38,1032,15019,1150,13478,15.5,45072,6,89,HK Island
Robinson Place・TOWER 2 (TWO ROBINSON PLACE ),3,Mid-Levels West,29,1119,23235,1376,18895,26.0,75605,13,81,HK Island
SOUTH HORIZONS・PHASE 2・Yee Fai Court (Block 13A),3,South Horizons,31,623,12520,776,10051,7.8,26462,5,80,HK Island
SUNSHINE CITY・PHASE 3・BLOCK Q,2,Ma On Shan,30,337,15074,451,11263,5.08,17234,6,74,NT East
SOUTH HORIZONS・PHASE 4 THE OASIS・Fenton Court (Block 27),4,South Horizons,29,743,13458,950,10526,10.0,33925,7,78,HK Island
Yoho Town・PHASE 2 YOHO MIDTOWN・Block M1,3,Yuen Long Station,14,607,13673,793,10466,8.3,28158,5,76,NT East
SOUTH HORIZONS・PHASE 4 THE OASIS・Grosvenor Court (Block 28),2,South Horizons,29,516,15271,654,12048,7.88,26733,7,78,HK Island
THE PALAZZO・BLOCK 3,4,Fo Tan,15,1326,34449,1915,23853,45.68,110694,3,69,NT East
TSEUNG KWAN O PLAZA・PHASE 2・TOWER 7,2,Tseung Kwan O,20,417,15587,571,11383,6.5,22052,3,73,NT East
South Horizons・Phase 4 The Oasis・Pak King Court (Block 31),3,South Horizons,29,637,13657,816,10661,8.7,29515,7,78,HK Island
University Heights・Tower 1,2,Kennedy Town,28,464,20043,627,14832,9.3,31551,6,74,HK Island
VISTA PARADISO・PHASE 1・TOWER 11,3,Ma On Shan,26,794,13450,983,10864,10.68,36232,8,80,NT East
VALIANT PARK,3,Mid-Levels West,31,682,19794,847,15938,13.5,45799,14,80,HK Island
YOHO TOWN・PHASE 1・BLOCK 2,2,Yuen Long Station,20,393,13740,525,10285,5.4,18320,10,74,NT East
South Horizons・Phase 4 The Oasis・Albany Court (Block 32),3,South Horizons,29,686,13119,856,10514,9.0,30533,7,80,HK Island
KWONG FUNG TERRACE・TOWER 2,2,Sai Ying Pun,30,431,20649,573,15532,8.9,30194,4,75,NT East
CARIBBEAN COAST・PHASE 1 MONTEREY COVE・TOWER 2,3,Tung Chung Town Centre,21,940,9255,1237,7033,8.7,29515,4,75,NT West
THE MERTON・TOWER 2,2,Kennedy Town,19,474,21518,638,15987,10.2,34604,6,74,HK Island
VILLA BY THE PARK・BLOCK 1,2,Yuen Long Town Centre,21,396,11616,529,8695,4.6,15606,10,74,NT East
PALATIAL CREST,2,Mid-Levels West,23,867,21337,1175,15744,18.5,53796,9,73,HK Island
Garfield Mansion,3,Mid-Levels West,50,842,16389,1075,12837,13.8,46817,10,78,HK Island
City One Shatin・Site 5・Block 46,2,City One Shatin,38,284,14436,395,10379,4.1,13909,7,71,NT East
The Grand Panorama・Block 3,3,Mid-Levels West,29,814,35380,1052,27376,28.8,83747,6,77,HK Island
TSUEN WAN CENTRE・BLOCK 5 (ANKING HOUSE),2,Tsuen King Circuit,44,324,10185,413,7990,3.3,11195,6,78,NT West
PARK AVENUE・CENTRAL PARK・TOWER 1,3,Olympic Station,22,592,20270,817,14687,12.0,40711,4,72,HK Island
SOUTH HORIZONS・PHASE 2・Yee Lok Court (Block 13),3,South Horizons,31,633,12622,798,10012,7.99,27106,5,79,HK Island
SEAVIEW CRESCENT・BLOCK 2,2,Tung Chung Town Centre,22,521,12476,696,9339,6.5,22052,10,74,NT West
UPTOWN PLAZA・BLOCK 6,2,Tai Po Town Centre,33,465,13505,559,11234,6.28,21305,7,83,NT West
Healthy Gardens・Block F,2,North Point,44,446,12556,507,11045,5.6,18998,5,87,HK Island
HARBOUR GREEN・TOWER 3,3,Olympic Station,17,541,18465,702,14230,9.99,33892,7,77,HK Island
YOHO TOWN・PHASE 1・BLOCK 9,2,Yuen Long Station,20,422,13744,544,10661,5.8,19677,10,77,NT East
METRO HARBOUR VIEW・PHASE I・TOWER 3,2,Tai Kok Tsui,21,344,16860,504,11507,5.8,19677,9,68,NT West
THE METRO CITY・PHASE 2・TOWER 4,3,Po Lam,24,644,15527,904,11061,10.0,33925,7,71,NT East
FOO YU BUILDING・BLOCK B,2,Tsuen Wan Town Centre,51,374,11229,493,8519,4.2,14249,4,75,NT West
Caribbean Coast・PHASE 1 MONTEREY COVE・Tower 2,2,Tung Chung Town Centre,21,987,9827,1295,7490,9.7,32908,4,76,NT West
GREENFIELDS・BLOCK 2,2,Yuen Long Town Centre,25,488,8606,669,6278,4.2,14249,9,72,NT East
CARIBBEAN COAST・PHASE 4 CRYSTAL COVE・TOWER 15,2,Tung Chung Town Centre,17,565,11327,749,8544,6.4,21712,10,75,NT West
Oxford Court・BLOCK II,2,North Point Mid-Levels,47,728,16208,912,12938,11.8,40032,4,79,HK Island
Emerald Green・BLOCK 5,3,Yuen Long Town Centre,14,822,9489,1074,7262,7.8,26462,2,76,NT East
Island Harbourview・Tower 10,3,Olympic Station,24,786,20356,1052,15209,16.0,46526,6,74,HK Island
HAMPTON PLACE・TOWER 2,2,Olympic Station,20,426,16431,608,11513,7.0,23748,7,70,HK Island
BRAEMAR TERRACE・BLOCK E-H,3,North Point Mid-Levels,50,718,12674,850,10705,9.1,30872,4,84,HK Island
Kam Ning Mansion,2,Mid-Levels West,41,624,16826,776,13530,10.5,35622,1,80,HK Island
OCEAN SHORES・PHASE 1・TOWER 3,3,Tiu Keng Leng,23,811,15782,1064,12030,12.8,43425,10,76,NT East
SOUTH HORIZONS・Phase 4 The Oasis・Albany Court (Block 32),2,South Horizons,29,521,13819,666,10810,7.2,24426,7,78,HK Island
Park Avenue・CENTRAL PARK・Tower 3,2,Olympic Station,22,473,19450,645,14263,9.2,31211,4,73,HK Island
NEW KWAI FONG GARDENS・BLOCK D,2,Ha Kwai Chung,41,418,13827,510,11333,5.78,19609,2,81,NT East
SOUTH HORIZONS・PHASE 2・Yee Moon Court (Block 12),3,South Horizons,31,633,13428,798,10651,8.5,28837,5,79,HK Island
CITY ONE SHATIN・SITE 4・BLOCK 38,1,City One Shatin,39,284,15140,395,10886,4.3,14588,6,71,NT East
JUBILEE GARDEN・BLOCK 7,2,Fo Tan,38,510,10196,653,7963,5.2,17641,6,78,NT East
Valiant Park,2,Mid-Levels West,31,725,17655,908,14096,12.8,43425,14,79,HK Island
FORTRESS GARDEN・FU DAT COURT,3,North Point Mid-Levels,43,652,13006,762,11128,8.48,28769,4,85,HK Island
Sceneway Garden・BLOCK 5,2,Lam Tin,32,537,11545,675,9185,6.2,21034,1,79,NT West
CENTRE STAGE・TOWER 1,3,Sheung Wan,18,809,24474,1104,17934,19.8,57576,8,73,HK Island
